,average_speed,average_heartrate,average_watts,distance,elapsed_time,total_elevation_gain,type,commute,start_date_local
709,3.112,,,5012.7,0:27:51,20.3,Run,False,2015-05-12T19:03:49
710,3.094,,,7697.1,0:58:10,118.0,Run,False,2015-05-11T18:37:16
711,3.306,,,5011.4,0:26:06,35.5,Run,False,2015-05-10T22:28:20
712,2.637,,,20010.8,2:36:19,219.0,Run,False,2015-05-09T10:33:11
713,2.835,,,2588.7,0:15:13,28.6,Run,False,2015-05-07T20:28:46
714,2.938,,,7461.5,0:48:54,0.0,Run,False,2015-05-06T20:26:22
715,3.694,,,3911.5,0:19:21,0.0,Run,False,2015-05-06T19:58:52
716,2.907,,,7799.0,0:52:51,54.2,Run,False,2015-05-06T18:38:57
717,3.222,,,5719.4,0:30:31,76.5,Run,False,2015-05-04T19:00:30
718,2.913,,,2569.2,0:14:42,45.1,Run,False,2015-05-04T18:39:45
719,2.493,,,18988.4,2:44:39,391.4,Run,False,2015-05-03T14:25:45
720,2.9,,,3146.7,0:19:14,0.0,Run,False,2015-05-01T20:13:14
721,2.891,,,6606.8,0:41:03,26.9,Run,False,2015-05-01T19:21:05
722,2.977,,,3013.1,0:17:34,11.1,Run,False,2015-05-01T18:44:19
723,3.264,,,13042.9,1:23:54,17.1,Run,False,2015-04-29T19:21:43
724,2.438,,,14701.9,1:52:31,212.5,Run,False,2015-04-28T15:46:02
725,2.711,,,4633.2,0:32:16,40.2,Run,False,2015-04-26T18:03:10
726,2.638,,,19694.7,2:26:12,347.4,Run,False,2015-04-25T16:26:15
727,3.09,,,10586.3,1:09:49,36.3,Run,False,2015-04-24T15:08:44
728,3.145,,,11204.1,1:18:18,16.2,Run,False,2015-04-22T19:25:40
729,3.961,,,10365.6,0:43:37,0.0,Run,False,2015-04-19T09:00:18
730,2.739,,,14581.5,1:44:58,163.3,Run,False,2015-04-17T18:10:31
731,3.149,,,10319.4,1:35:20,16.0,Run,False,2015-04-15T19:19:03
732,3.109,,,5096.2,0:29:25,51.0,Run,False,2015-04-12T17:34:47
733,2.772,,,22086.5,2:55:52,90.2,Run,False,2015-04-11T15:41:48
734,3.358,,,12878.5,1:21:09,141.0,Run,False,2015-04-06T18:38:19
735,3.035,,,7599.2,0:42:58,53.0,Run,False,2015-04-05T15:20:12
736,2.916,,,20785.4,2:11:08,94.2,Run,False,2015-04-03T13:55:17
737,3.102,,,6390.9,0:36:27,27.5,Run,False,2015-03-31T19:12:56
738,3.244,,,9515.8,1:08:40,99.1,Run,False,2015-03-30T19:39:03
739,3.129,,,1727.2,0:09:25,0.0,Run,False,2015-03-30T19:17:51
740,1.84,,,50660.0,7:38:59,1183.8,Run,False,2015-03-21T08:59:11
741,3.173,,,9118.3,0:51:28,11.9,Run,False,2015-03-14T17:18:59
742,2.93,,,9775.9,0:56:18,31.3,Run,False,2015-03-13T17:28:23
743,3.421,,,2829.3,0:16:00,0.0,Run,False,2015-03-10T18:08:39
744,3.073,,,2507.9,0:14:48,0.0,Run,False,2015-03-10T15:53:21
745,3.333,,,12037.2,1:08:19,116.1,Run,False,2015-03-09T19:00:57
746,3.557,,,4709.3,0:36:28,51.3,Run,False,2015-03-09T18:21:09
747,2.999,,,29052.5,3:16:32,125.1,Run,False,2015-03-07T14:34:09
748,3.355,,,2254.8,0:11:24,0.0,Run,False,2015-03-05T16:44:18
749,2.732,,,2710.2,0:16:50,10.6,Run,False,2015-03-05T12:58:59
750,3.292,,,13459.3,1:30:09,16.3,Run,False,2015-03-04T19:20:48
751,3.098,,,17168.1,1:52:15,156.1,Run,False,2015-03-02T18:22:26
752,2.925,,,20991.3,2:13:48,119.2,Run,False,2015-02-28T14:03:18
753,2.771,,,4320.6,0:27:17,10.8,Run,False,2015-02-26T15:19:33
754,2.988,,,15517.9,1:48:22,32.3,Run,False,2015-02-25T19:18:30
755,2.829,,,3159.8,0:18:37,11.2,Run,False,2015-02-25T12:39:18
756,2.944,,,13321.4,1:21:33,25.7,Run,False,2015-02-22T16:40:45
757,2.802,,,7181.8,0:46:16,11.3,Run,False,2015-02-21T17:26:04
758,2.971,,,6596.2,0:39:15,53.6,Run,False,2015-02-17T16:51:43
759,2.863,,,17490.0,1:48:30,84.8,Run,False,2015-02-16T15:05:52
760,2.728,,,7649.8,0:51:24,38.6,Run,False,2015-02-14T15:46:36
761,2.993,,,2516.9,0:14:29,16.0,Run,False,2015-02-10T17:29:52
762,2.934,,,3198.2,0:19:08,11.8,Run,False,2015-02-10T15:20:24
763,3.099,,,16739.6,1:47:35,188.3,Run,False,2015-02-09T18:19:13
764,2.924,,,16005.1,1:44:11,91.1,Run,False,2015-02-07T14:14:33
765,2.717,,,12863.5,1:29:57,33.0,Run,False,2015-02-04T19:37:29
766,2.911,,,1196.3,0:07:04,0.0,Run,False,2015-02-04T19:26:05
767,2.724,,,2813.6,0:19:59,11.7,Run,False,2015-02-04T11:13:41
768,2.766,,,10731.0,1:14:37,56.2,Run,False,2015-02-02T18:38:26
769,3.15,,,13996.0,1:14:42,153.5,Run,False,2015-01-31T09:07:13
770,2.951,,,3213.5,0:18:28,20.7,Run,False,2015-01-30T17:11:53
771,2.676,,,2956.8,0:21:23,10.7,Run,False,2015-01-30T13:45:25
772,2.833,,,11134.2,1:24:37,57.4,Run,False,2015-01-28T13:34:18
773,2.876,,,3882.2,0:23:07,21.4,Run,False,2015-01-28T11:10:16
774,3.124,,,13541.0,1:22:18,132.9,Run,False,2015-01-26T18:41:16
775,2.997,,,2856.4,0:19:03,12.7,Run,False,2015-01-26T12:21:38
776,3.044,,,3071.3,0:17:32,11.2,Run,False,2015-01-26T10:14:22
777,2.835,,,18009.4,1:49:39,171.6,Run,False,2015-01-24T11:03:12
778,3.137,,,2641.4,0:15:08,10.5,Run,False,2015-01-22T17:33:33
779,2.89,,,3156.3,0:18:43,11.2,Run,False,2015-01-22T12:26:53
780,2.675,,,2806.5,0:17:29,11.2,Run,False,2015-01-20T12:58:05
781,2.892,,,1850.6,0:11:18,0.0,Run,False,2015-01-19T19:54:53
782,3.052,,,7159.3,0:39:06,0.0,Run,False,2015-01-19T19:05:50
783,2.882,,,5217.1,0:38:23,56.2,Run,False,2015-01-19T18:20:50
784,2.827,,,15234.1,1:37:28,72.1,Run,False,2015-01-18T13:01:22
785,2.815,,,12567.7,1:19:23,85.2,Run,False,2015-01-14T13:27:41
786,2.83,,,8647.9,0:55:43,24.4,Run,False,2015-01-12T18:40:27
787,2.85,,,5226.2,0:30:51,0.0,Run,False,2014-12-03T19:02:21
788,2.647,,,889.5,0:05:36,0.0,Run,False,2014-11-26T20:33:44
789,3.079,,,8347.2,0:50:28,11.0,Run,False,2014-11-26T19:36:53
790,2.824,,,1372.7,0:08:06,0.0,Run,False,2014-11-24T19:32:37
791,3.332,,,5360.4,0:27:20,73.0,Run,False,2014-11-24T18:58:53
792,2.85,,,883.5,0:05:58,22.1,Run,False,2014-11-24T18:44:41
793,2.883,,,16340.5,1:45:20,123.1,Run,False,2014-11-22T15:45:15
794,2.699,,,4313.2,0:28:07,18.2,Run,False,2014-11-20T18:27:56
795,2.781,,,4054.3,0:24:23,29.5,Run,False,2014-11-18T19:29:43
796,2.989,,,11339.0,1:14:52,93.1,Run,False,2014-11-17T18:39:59
797,2.793,,,12745.3,1:23:02,145.6,Run,False,2014-11-13T16:08:05
798,2.814,,,4043.7,0:24:59,29.5,Run,False,2014-11-11T17:05:10
799,3.238,,,1431.4,0:07:22,0.0,Run,False,2014-11-11T16:46:11
800,3.626,,,1472.3,0:06:46,0.0,Run,False,2014-11-11T16:07:36
801,3.136,,,4130.1,0:24:56,0.0,Run,False,2014-11-11T15:27:39
802,2.434,,,14118.3,1:45:50,128.6,Run,False,2014-11-09T13:27:47
803,2.806,,,8621.8,0:51:31,150.1,Run,False,2014-11-08T17:29:15
804,2.883,,,6189.9,0:39:03,0.0,Run,False,2014-11-05T19:57:29
805,3.225,,,2915.5,0:15:40,10.7,Run,False,2014-11-05T19:37:45
806,2.722,,,15477.8,1:44:58,160.4,Run,False,2014-11-03T14:14:25
807,2.608,,,1158.1,0:10:21,0.0,Run,False,2014-11-02T11:53:07
808,3.632,,,4917.5,0:22:34,30.2,Run,False,2014-11-02T11:26:34
809,3.171,,,5239.1,0:27:49,0.0,Run,False,2014-10-29T20:03:45
810,3.342,,,1433.7,0:07:09,0.0,Run,False,2014-10-29T19:48:00
811,2.845,,,3536.3,0:24:07,0.0,Run,False,2014-10-27T19:36:46
812,3.366,,,3396.6,0:16:49,41.7,Run,False,2014-10-27T19:03:50
813,3.008,,,3101.4,0:17:14,44.9,Run,False,2014-10-27T18:39:13
814,2.818,,,10655.1,1:08:57,36.9,Run,False,2014-10-26T16:48:45
815,2.811,,,15907.7,1:45:16,142.5,Run,False,2014-10-23T16:20:55
816,2.951,,,10095.8,1:16:58,65.3,Run,False,2014-10-19T13:51:40
817,2.265,,,9951.8,1:22:19,134.5,Run,False,2014-10-18T13:59:08
818,3.05,,,6699.8,0:53:53,21.7,Run,False,2014-10-15T19:18:14
819,3.084,,,6127.5,0:33:56,44.1,Run,False,2014-09-21T19:13:10
820,2.635,,,12211.7,1:20:32,108.9,Run,False,2014-09-20T18:18:51
821,3.264,,,5185.9,0:29:51,0.0,Run,False,2014-09-17T19:59:26
822,3.213,,,4768.1,0:33:53,16.1,Run,False,2014-09-17T19:17:58
823,3.191,,,10224.8,1:01:36,53.1,Run,False,2014-09-16T17:26:20
824,2.942,,,19965.5,2:15:59,109.5,Run,False,2014-09-14T15:47:29
825,2.857,,,9699.6,1:08:35,127.7,Run,False,2014-09-08T18:36:24
826,2.84,,,10008.4,1:07:53,105.6,Run,False,2014-09-07T13:50:21
827,2.681,,,7440.7,0:48:47,82.9,Run,False,2014-08-24T19:14:35
828,3.057,,,11239.6,1:08:06,42.3,Run,False,2014-08-22T15:59:41
829,2.974,,,7761.4,0:46:20,51.2,Run,False,2014-08-20T20:20:16
830,2.69,,,15500.5,1:50:37,249.2,Run,False,2014-08-19T18:06:52
831,3.455,,,10035.7,0:56:40,62.2,Run,False,2014-08-17T18:18:43
832,2.321,,,13339.2,1:44:49,190.0,Run,False,2014-08-15T16:06:37
833,2.967,,,10584.9,1:04:48,60.5,Run,False,2014-08-13T19:22:17
834,3.048,,,18015.8,2:05:27,91.1,Run,False,2014-08-09T12:40:43
835,3.0,,,9000.0,0:50:00,0.0,Run,False,2014-08-06T19:35:00
836,2.846,,,8398.3,0:52:53,106.0,Run,False,2014-08-05T18:02:23
837,2.915,,,8054.2,0:53:49,133.2,Run,False,2014-08-04T18:39:26
838,2.823,,,4883.9,0:37:40,0.0,Run,False,2014-08-03T19:08:14
839,2.45,,,23019.0,3:14:18,104.6,Run,False,2014-08-02T15:43:47
840,3.201,,,11760.5,1:11:12,0.0,Run,False,2014-07-30T19:35:34
841,2.938,,,8172.4,0:53:31,100.0,Run,False,2014-07-29T18:01:18
842,4.029,,,2200.0,0:09:06,0.0,Run,False,2014-07-28T19:00:00
843,2.587,,,5824.4,0:45:07,16.5,Run,False,2014-07-27T15:20:25
844,2.622,,,8871.2,1:01:36,108.2,Run,False,2014-07-27T14:09:35
845,3.141,,,13083.7,1:17:10,181.9,Run,False,2014-07-26T09:06:31
846,3.007,,,1275.1,0:07:04,0.0,Run,False,2014-07-23T20:34:36
847,3.608,,,7865.1,0:55:43,0.0,Run,False,2014-07-23T19:33:51
848,2.739,,,6938.6,0:46:09,106.1,Run,False,2014-07-22T18:09:10
849,3.333,,,12000.0,1:00:00,0.0,Run,False,2014-07-21T18:30:00
850,2.003,,,42000.0,5:49:30,0.0,Run,False,2014-07-12T09:00:00
851,2.89,,,5237.3,0:32:06,60.6,Run,False,2014-07-07T19:14:33
852,2.815,,,3383.7,0:20:02,61.7,Run,False,2014-07-07T18:38:50
853,2.217,,,15558.6,2:23:01,314.2,Run,False,2014-07-05T15:47:03
854,3.103,,,5299.3,0:30:06,34.8,Run,False,2014-07-03T22:11:18
855,3.279,,,11009.8,1:09:31,0.0,Run,False,2014-07-02T19:37:43
856,2.669,,,1470.5,0:09:38,23.3,Run,False,2014-06-30T20:02:42
857,2.978,,,8283.6,0:56:00,150.0,Run,False,2014-06-30T18:40:15
858,2.431,,,6730.4,0:53:38,76.1,Run,False,2014-06-29T14:46:00
859,2.885,,,18788.2,1:55:40,203.0,Run,False,2014-06-28T09:14:55
860,3.067,,,9230.4,1:09:22,0.0,Run,False,2014-06-25T19:34:27
861,2.94,,,5172.3,0:30:55,37.4,Run,False,2014-06-09T20:09:03
862,2.937,,,6567.0,0:43:41,113.3,Run,False,2014-06-09T18:39:20
863,3.118,,,20876.5,1:51:35,106.9,Run,False,2014-06-07T09:04:17
864,2.36,,,9560.8,1:24:22,139.8,Run,False,2014-06-05T16:03:39
865,3.117,,,10005.4,0:56:17,56.0,Run,False,2014-06-03T17:51:32
866,2.88,,,7860.2,0:55:49,124.4,Run,False,2014-06-02T18:43:02
867,2.761,,,16428.5,1:53:18,43.2,Run,False,2014-05-31T14:05:52
868,3.159,,,10199.9,1:00:57,41.8,Run,False,2014-05-30T18:56:29
869,3.514,,,10126.6,1:05:21,0.0,Run,False,2014-05-28T19:49:36
870,2.739,,,3777.3,0:23:05,52.7,Run,False,2014-05-26T19:07:50
871,2.923,,,5183.0,0:32:01,39.1,Run,False,2014-05-26T18:21:35
872,2.607,,,22899.6,2:26:23,452.5,Run,False,2014-05-24T07:31:08
873,3.109,,,6032.2,0:34:08,10.7,Run,False,2014-05-22T15:51:06
874,2.333,,,7000.0,0:50:00,0.0,Run,False,2014-05-19T18:30:00
875,2.657,,,7759.7,0:53:37,105.2,Run,False,2014-05-18T18:59:05
876,3.219,,,12026.9,1:16:49,55.8,Run,False,2014-05-17T11:41:37
877,2.937,,,1600.5,0:09:05,0.0,Run,False,2014-05-14T20:50:02
878,3.061,,,4138.0,0:23:12,0.0,Run,False,2014-05-14T20:18:46
879,3.002,,,4568.5,0:33:32,0.0,Run,False,2014-05-14T19:31:26
880,2.804,,,7799.5,0:52:19,48.2,Run,False,2014-05-13T20:10:20
881,3.0,,,8100.0,0:45:00,0.0,Run,False,2014-05-12T18:30:00
882,2.697,,,3028.5,0:19:03,0.0,Run,False,2014-05-11T19:47:42
883,3.091,,,18046.2,2:07:50,97.9,Run,False,2014-05-10T14:38:36
884,2.351,,,13997.3,1:54:59,188.4,Run,False,2014-05-08T15:55:22
885,3.373,,,6794.1,0:36:50,0.0,Run,False,2014-05-07T19:51:35
886,3.349,,,3004.2,0:14:57,0.0,Run,False,2014-05-07T19:31:56
887,2.963,,,18005.9,2:02:23,77.8,Run,False,2014-05-04T15:22:54
888,3.244,,,7700.2,0:48:02,54.7,Run,False,2014-05-02T17:32:44
889,2.801,,,972.0,0:05:47,0.0,Run,False,2014-04-28T19:36:31
890,2.913,,,5134.8,0:29:26,95.1,Run,False,2014-04-28T19:04:33
891,2.802,,,3606.2,0:21:27,61.8,Run,False,2014-04-28T18:37:33
892,2.909,,,18025.5,2:01:48,98.2,Run,False,2014-04-27T15:01:27
893,3.024,,,11589.5,1:23:24,97.7,Run,False,2014-04-23T19:34:18
894,2.878,,,11684.2,1:17:09,0.0,Run,False,2014-04-20T14:57:24
895,2.515,,,10013.1,1:13:02,97.1,Run,False,2014-04-19T15:37:23
896,2.964,,,6879.3,0:40:20,111.0,Run,False,2014-04-16T16:33:01
897,2.74,,,16016.3,1:42:26,142.4,Run,False,2014-04-11T15:40:13
898,2.878,,,1367.2,0:07:55,0.0,Run,False,2014-04-09T20:51:14
899,2.578,,,1887.4,0:12:12,0.0,Run,False,2014-04-09T20:34:36
900,3.302,,,6502.5,0:33:05,93.1,Run,False,2014-04-09T19:55:17
901,3.052,,,2328.6,0:13:33,38.1,Run,False,2014-04-09T19:37:52
902,2.899,,,6075.3,0:38:44,31.2,Run,False,2014-04-08T15:32:14
903,3.358,,,1960.8,0:12:42,0.0,Run,False,2014-04-07T19:25:59
904,3.236,,,7206.7,0:45:15,11.7,Run,False,2014-04-07T18:32:31
905,2.969,,,15347.8,1:39:46,111.1,Run,False,2014-04-05T16:01:25
906,2.865,,,3712.8,0:25:16,11.0,Run,False,2014-04-02T20:32:36
907,3.406,,,5377.4,0:26:39,77.6,Run,False,2014-04-02T19:52:30
908,3.282,,,4784.9,0:29:41,42.1,Run,False,2014-04-02T19:19:00
909,3.139,,,14132.2,1:23:47,68.5,Run,False,2014-03-31T15:46:55
910,2.81,,,13843.9,1:33:58,119.7,Run,False,2014-03-29T14:48:33
911,2.816,,,1517.9,0:09:24,0.0,Run,False,2014-03-26T20:23:58
912,3.0,,,5292.5,0:29:30,73.1,Run,False,2014-03-26T19:51:45
913,3.115,,,2386.2,0:13:23,38.3,Run,False,2014-03-26T19:34:31
914,2.935,,,1053.8,0:06:10,0.0,Run,False,2014-03-24T19:27:38
915,3.339,,,3505.6,0:18:15,0.0,Run,False,2014-03-24T18:59:42
916,3.082,,,4875.4,0:30:25,17.1,Run,False,2014-03-24T18:21:46
917,2.919,,,15087.4,1:36:35,126.5,Run,False,2014-03-22T14:53:54
918,2.741,,,8008.3,0:51:10,39.6,Run,False,2014-03-20T18:59:34
919,3.187,,,4467.7,0:23:29,59.7,Run,False,2014-03-19T19:51:59
920,2.393,,,773.1,0:06:22,21.1,Run,False,2014-03-19T19:39:22
921,2.953,,,6847.6,0:47:26,0.0,Run,False,2014-03-17T19:00:15
922,3.098,,,4923.5,0:36:07,16.8,Run,False,2014-03-17T18:16:04
923,2.883,,,12361.4,1:19:06,35.4,Run,False,2014-03-16T17:19:15
924,2.92,,,1763.5,0:13:11,0.0,Run,False,2014-03-12T20:18:56
925,2.77,,,4334.4,0:26:25,58.8,Run,False,2014-03-12T19:51:34
926,2.645,,,2423.1,0:15:16,37.8,Run,False,2014-03-12T19:34:02
927,2.824,,,1759.3,0:11:52,0.0,Run,False,2014-03-10T19:41:08
928,3.129,,,5673.3,0:30:22,0.0,Run,False,2014-03-10T19:00:52
929,3.099,,,4893.7,0:35:20,16.6,Run,False,2014-03-10T18:19:30
930,2.791,,,9621.3,0:59:56,112.9,Run,False,2014-03-09T13:26:54
931,2.898,,,6556.2,0:42:00,20.3,Run,False,2014-03-07T11:39:09
932,2.935,,,10643.3,1:05:06,40.1,Run,False,2014-03-05T19:34:20
933,2.836,,,5371.4,0:35:56,0.0,Run,False,2014-03-03T18:54:17
934,2.778,,,6395.0,0:40:39,16.1,Run,False,2014-02-24T19:05:16
935,2.894,,,5153.9,0:39:55,24.1,Run,False,2014-02-24T18:18:03
936,2.836,,,11538.3,1:16:53,40.3,Run,False,2014-02-22T16:17:24
937,2.902,,,1538.3,0:09:21,0.0,Run,False,2014-02-19T20:18:47
938,3.049,,,4606.3,0:29:14,70.4,Run,False,2014-02-19T19:41:10
939,2.948,,,7219.1,0:48:30,0.0,Run,False,2014-02-17T18:46:48
940,2.575,,,8019.9,0:55:50,39.2,Run,False,2014-02-16T16:12:03
941,3.002,,,3717.0,0:21:50,0.0,Run,False,2014-02-14T15:13:42
942,2.747,,,3186.9,0:20:32,11.0,Run,False,2014-02-14T12:32:19
943,2.727,,,11189.2,1:26:16,101.6,Run,False,2014-02-12T19:15:02
944,3.211,,,3423.0,0:21:56,0.0,Run,False,2014-02-10T18:59:43
945,1.936,,,5487.8,0:48:45,58.0,Run,False,2014-02-08T14:22:11
946,2.337,,,3234.5,0:28:27,14.9,Run,False,2014-02-05T20:26:59
947,2.946,,,3199.4,0:19:33,0.0,Run,False,2014-02-05T20:05:47
948,2.19,,,2461.2,0:23:53,25.8,Run,False,2014-02-05T19:38:31
949,2.336,,,2074.7,0:16:33,15.1,Run,False,2014-02-05T19:15:48
950,2.982,,,5000.3,0:29:32,0.0,Run,False,2014-02-03T19:01:40
951,2.4,,,8663.4,1:02:43,45.1,Run,False,2014-01-25T16:12:05
952,2.487,,,5010.5,0:35:02,35.0,Run,False,2014-01-23T13:45:46
953,2.736,,,8266.2,0:53:17,34.0,Run,False,2014-01-18T17:54:22
954,2.816,,,5080.4,0:32:15,23.4,Run,False,2014-01-16T18:57:04
955,2.871,,,7637.9,0:48:26,46.0,Run,False,2014-01-13T14:56:50
956,2.642,,,5180.9,0:33:47,29.6,Run,False,2014-01-11T14:31:38
957,2.561,,,7655.3,0:52:38,14.3,Run,False,2014-01-09T15:27:28
958,2.579,,,10016.2,1:08:20,46.7,Run,False,2014-01-04T16:19:37
959,2.882,,,5026.3,0:31:07,28.3,Run,False,2014-01-01T15:48:40
960,2.675,,,5968.9,0:38:19,10.8,Run,False,2013-12-31T14:13:48
961,2.379,,,8664.2,1:02:21,71.8,Run,False,2013-12-27T14:09:46
962,2.796,,,8076.1,0:51:09,80.2,Run,False,2013-12-25T15:09:29
963,2.828,,,5471.9,0:32:50,56.3,Run,False,2013-12-23T15:46:15
964,2.828,,,3260.9,0:19:13,29.5,Run,False,2013-12-22T14:58:04
965,3.013,,,10088.9,1:08:05,55.5,Run,False,2013-10-11T17:32:09
966,2.682,,,24412.7,2:39:38,263.0,Run,False,2013-10-05T09:36:57
967,2.352,,,11506.5,1:29:06,174.3,Run,False,2013-09-28T16:34:35
968,3.112,,,8018.5,0:53:02,25.2,Run,False,2013-08-04T20:15:43
969,3.968,,,2015.5,0:08:28,0.0,Run,False,2013-07-12T20:46:31
970,3.527,,,2204.1,0:10:25,0.0,Run,False,2013-07-12T20:31:32
971,3.32,,,10018.3,0:54:34,56.3,Run,False,2013-07-05T18:55:07
972,2.521,,,15818.8,1:50:18,120.6,Run,False,2013-06-23T12:43:01
973,3.559,,,10118.4,0:47:23,60.8,Run,False,2013-06-16T08:59:56
974,2.357,,,7798.5,0:56:43,110.3,Run,False,2013-06-14T13:40:09
975,3.034,,,20998.9,1:55:21,99.0,Run,False,2013-06-01T09:02:40
